seed_a,seed_b,leaf_a,leaf_b,match_jaccard,n_a,n_b,method,t,jaccard_admitted,weak_match
0,1,1,0,1.0,31,31,threshold,1.0,1.0,False
0,1,1,0,1.0,31,31,threshold,0.95,1.0,False
0,1,1,0,1.0,31,31,threshold,0.9,1.0,False
0,1,1,0,1.0,31,31,threshold,0.8,1.0,False
0,1,1,0,1.0,31,31,db,1.0,1.0,False
0,1,1,0,1.0,31,31,db,0.95,1.0,False
0,1,1,0,1.0,31,31,db,0.9,1.0,False
0,1,1,0,1.0,31,31,db,0.8,1.0,False
0,1,0,1,0.98,49,50,threshold,1.0,0.8762886597938144,False
0,1,0,1,0.98,49,50,threshold,0.95,0.9722222222222222,False
0,1,0,1,0.98,49,50,threshold,0.9,0.875,False
0,1,0,1,0.98,49,50,threshold,0.8,0.8,False
0,1,0,1,0.98,49,50,db,1.0,0.8762886597938144,False
0,1,0,1,0.98,49,50,db,0.95,0.8813559322033898,False
0,1,0,1,0.98,49,50,db,0.9,0.7592592592592593,False
0,1,0,1,0.98,49,50,db,0.8,0.7419354838709677,False
0,1,2,3,0.9714285714285714,34,35,threshold,1.0,0.975609756097561,False
0,1,2,3,0.9714285714285714,34,35,threshold,0.95,1.0,False
0,1,2,3,0.9714285714285714,34,35,threshold,0.9,0.8,False
0,1,2,3,0.9714285714285714,34,35,threshold,0.8,1.0,False
0,1,2,3,0.9714285714285714,34,35,db,1.0,0.975609756097561,False
0,1,2,3,0.9714285714285714,34,35,db,0.95,0.8666666666666667,False
0,1,2,3,0.9714285714285714,34,35,db,0.9,0.875,False
0,1,2,3,0.9714285714285714,34,35,db,0.8,0.325,False
0,1,12,9,0.950920245398773,163,155,threshold,1.0,0.7665369649805448,False
0,1,12,9,0.950920245398773,163,155,threshold,0.95,0.9272727272727272,False
0,1,12,9,0.950920245398773,163,155,threshold,0.9,0.9014084507042254,False
0,1,12,9,0.950920245398773,163,155,threshold,0.8,0.9090909090909091,False
0,1,12,9,0.950920245398773,163,155,db,1.0,0.7665369649805448,False
0,1,12,9,0.950920245398773,163,155,db,0.95,0.7905405405405406,False
0,1,12,9,0.950920245398773,163,155,db,0.9,0.9507042253521126,False
0,1,12,9,0.950920245398773,163,155,db,0.8,0.5497076023391813,False
0,1,11,8,0.9411764705882353,83,82,threshold,1.0,0.9238578680203046,False
0,1,11,8,0.9411764705882353,83,82,threshold,0.95,0.9861111111111112,False
0,1,11,8,0.9411764705882353,83,82,threshold,0.9,0.8913043478260869,False
0,1,11,8,0.9411764705882353,83,82,threshold,0.8,0.9047619047619048,False
0,1,11,8,0.9411764705882353,83,82,db,1.0,0.9238578680203046,False
0,1,11,8,0.9411764705882353,83,82,db,0.95,0.963855421686747,False
0,1,11,8,0.9411764705882353,83,82,db,0.9,0.7804878048780488,False
0,1,11,8,0.9411764705882353,83,82,db,0.8,0.9354838709677419,False
0,1,6,6,0.8529411764705882,33,30,threshold,1.0,0.6595744680851063,False
0,1,6,6,0.8529411764705882,33,30,threshold,0.95,0.7916666666666666,False
0,1,6,6,0.8529411764705882,33,30,threshold,0.9,0.8888888888888888,False
0,1,6,6,0.8529411764705882,33,30,threshold,0.8,0.7272727272727273,False
0,1,6,6,0.8529411764705882,33,30,db,1.0,0.6595744680851063,False
0,1,6,6,0.8529411764705882,33,30,db,0.95,0.75,False
0,1,6,6,0.8529411764705882,33,30,db,0.9,0.9130434782608695,False
0,1,6,6,0.8529411764705882,33,30,db,0.8,0.9,False
0,1,4,2,0.8297872340425532,40,46,threshold,1.0,0.6153846153846154,False
0,1,4,2,0.8297872340425532,40,46,threshold,0.95,0.5675675675675675,False
0,1,4,2,0.8297872340425532,40,46,threshold,0.9,0.65,False
0,1,4,2,0.8297872340425532,40,46,threshold,0.8,0.25,False
0,1,4,2,0.8297872340425532,40,46,db,1.0,0.6153846153846154,False
0,1,4,2,0.8297872340425532,40,46,db,0.95,0.44642857142857145,False
0,1,4,2,0.8297872340425532,40,46,db,0.9,0.6153846153846154,False
0,1,4,2,0.8297872340425532,40,46,db,0.8,0.5333333333333333,False
0,1,3,4,0.5851063829787234,57,92,threshold,1.0,0.28313253012048195,False
0,1,3,4,0.5851063829787234,57,92,threshold,0.95,0.25,False
0,1,3,4,0.5851063829787234,57,92,threshold,0.9,0.3148148148148148,False
0,1,3,4,0.5851063829787234,57,92,threshold,0.8,0.21052631578947367,False
0,1,3,4,0.5851063829787234,57,92,db,1.0,0.28313253012048195,False
0,1,3,4,0.5851063829787234,57,92,db,0.95,0.2714285714285714,False
0,1,3,4,0.5851063829787234,57,92,db,0.9,0.28846153846153844,False
0,1,3,4,0.5851063829787234,57,92,db,0.8,0.5340909090909091,False
0,1,7,7,0.4888888888888889,36,31,threshold,1.0,0.36046511627906974,True
0,1,7,7,0.4888888888888889,36,31,threshold,0.95,0.38461538461538464,True
0,1,7,7,0.4888888888888889,36,31,threshold,0.9,0.5,True
0,1,7,7,0.4888888888888889,36,31,threshold,0.8,0.4,True
0,1,7,7,0.4888888888888889,36,31,db,1.0,0.36046511627906974,True
0,1,7,7,0.4888888888888889,36,31,db,0.95,0.33962264150943394,True
0,1,7,7,0.4888888888888889,36,31,db,0.9,0.45714285714285713,True
